time,satellite,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km,x_ecef_km,y_ecef_km,z_ecef_km
2025-10-19 10:27:27,STARLINK-1309,6.97,54.52,2036.87,33.75,137.56,548.9,-5338.91,-2152.18,3841.5
2025-10-19 10:27:27,STARLINK-1474,1.8,28.18,2036.58,39.92,131.65,378.85,-4976.67,-1430.32,4327.3
2025-10-19 10:27:27,STARLINK-1605,13.88,97.65,1297.97,22.94,132.46,428.89,-5997.1,-1814.15,2652.42
2025-10-19 10:27:27,STARLINK-1667,0.18,63.19,2480.36,32.66,143.52,472.6,-5093.34,-2699.2,3690.53
2025-10-19 10:27:27,STARLINK-1627,8.6,164.36,1813.46,10.14,125.06,509.81,-6686.56,-1109.52,1222.15
2025-10-19 10:27:27,STARLINK-1790,4.43,241.26,2249.15,14.75,103.9,547.21,-6553.74,1363.21,1769.6
2025-10-19 10:27:27,STARLINK-2387,0.33,228.02,2657.99,8.79,104.19,547.15,-6705.55,1358.91,1068.48
2025-10-19 10:27:27,STARLINK-2401,14.11,195.29,1557.04,12.55,117.59,546.98,-6752.9,-230.29,1512.83
2025-10-19 10:27:27,STARLINK-2329,5.26,190.64,2171.95,6.78,117.64,547.19,-6870.91,-239.88,830.11
2025-10-19 10:27:27,STARLINK-2378,22.7,102.28,1191.15,22.54,130.63,547.31,-6174.97,-1654.88,2655.15
2025-10-19 10:27:27,STARLINK-2255,4.81,38.16,2221.18,38.77,135.62,549.95,-5071.8,-1847.22,4329.83
2025-10-19 10:27:27,STARLINK-2647,27.11,24.35,1061.59,31.92,124.77,548.78,-5800.7,-932.98,3658.04
2025-10-19 10:27:27,STARLINK-2717,4.55,110.83,2238.37,17.0,139.32,547.07,-6061.44,-2660.29,2028.61
2025-10-19 10:27:27,STARLINK-2648,11.53,321.67,1712.82,35.46,110.35,549.07,-5614.44,521.01,4011.7
2025-10-19 10:27:27,STARLINK-3247,0.57,36.45,2622.52,41.73,138.5,543.07,-4754.58,-2009.2,4596.7
2025-10-19 10:27:27,STARLINK-3199,3.26,4.08,2346.68,44.59,122.91,543.57,-4885.25,-624.11,4848.68
2025-10-19 10:27:27,STARLINK-3198,2.72,64.96,2396.35,31.8,142.59,541.05,-5237.51,-2667.26,3639.74
2025-10-19 10:27:27,STARLINK-3776,5.94,297.48,2102.42,31.79,102.6,541.06,-5724.96,1328.55,3640.53
2025-10-19 10:27:27,STARLINK-3933,1.32,96.67,2536.42,20.56,143.84,539.91,-5704.4,-3062.0,2430.45
2025-10-19 10:27:27,STARLINK-3757,14.74,29.64,1512.72,35.27,128.32,541.71,-5507.91,-1241.06,3988.59
2025-10-19 10:27:27,STARLINK-3955,2.56,81.02,2411.36,26.27,143.51,540.27,-5479.94,-2901.5,3059.14
2025-10-19 10:27:27,STARLINK-3942,8.18,14.04,1925.66,40.28,125.99,542.56,-5189.46,-949.36,4465.56
2025-10-19 10:27:27,STARLINK-3927,9.6,337.48,1823.19,38.58,113.67,542.35,-5402.68,186.71,4307.54
2025-10-19 10:27:27,STARLINK-4013,0.42,139.52,2628.84,7.12,135.36,539.74,-6459.98,-2316.73,868.26
2025-10-19 10:27:27,STARLINK-3989,1.03,176.51,2561.6,2.98,122.26,540.36,-6862.19,-796.68,374.89
2025-10-19 10:27:27,STARLINK-3995,11.08,111.46,1720.24,18.98,134.86,539.75,-6173.5,-2154.16,2252.45
2025-10-19 10:27:27,STARLINK-3934,1.92,49.91,2478.32,36.98,140.99,542.1,-4990.9,-2369.51,4154.46
2025-10-19 10:27:27,STARLINK-4005,2.98,35.23,2372.73,40.45,135.99,542.7,-4933.36,-1833.68,4480.36
2025-10-19 10:27:27,STARLINK-4258,2.78,337.72,2392.83,43.2,110.64,543.31,-5022.03,440.85,4727.92
2025-10-19 10:27:27,STARLINK-4351,10.17,335.16,1843.92,38.38,112.93,567.58,-5434.65,258.04,4304.32
2025-10-19 10:27:27,STARLINK-4373,13.81,326.63,1588.91,35.33,112.35,553.74,-5641.84,325.41,4002.01
2025-10-19 10:27:27,STARLINK-4358,8.82,337.25,1914.1,39.24,113.15,557.26,-5362.01,233.6,4379.03
2025-10-19 10:27:27,STARLINK-4515,22.03,53.99,1200.97,30.01,129.61,540.74,-5809.84,-1446.99,3456.78
2025-10-19 10:27:27,STARLINK-4496,17.42,331.01,1382.49,34.31,114.55,541.17,-5710.09,108.65,3894.39
2025-10-19 10:27:27,STARLINK-4543,1.95,310.33,2475.56,37.04,101.03,542.13,-5340.5,1395.51,4161.11
2025-10-19 10:27:27,STARLINK-4677,3.89,234.17,2279.43,12.73,105.11,539.68,-6631.3,1233.14,1532.05
2025-10-19 10:27:27,STARLINK-4660,15.47,264.06,1473.14,23.02,108.16,540.12,-6309.18,829.3,2706.26
2025-10-19 10:27:27,STARLINK-4725,10.92,240.64,1729.94,17.26,108.02,539.69,-6544.68,876.01,2056.75
2025-10-19 10:27:27,STARLINK-4670,8.94,177.42,1862.26,9.31,121.66,539.84,-6786.93,-716.35,1129.18
2025-10-19 10:27:27,STARLINK-4728,6.05,128.29,2087.74,13.31,134.98,539.59,-6349.21,-2229.03,1599.49
2025-10-19 10:27:27,STARLINK-4768,5.22,223.73,2158.28,11.17,108.33,539.67,-6729.0,864.46,1348.45
2025-10-19 10:27:27,STARLINK-4762,13.24,87.6,1591.62,24.66,135.22,540.25,-5919.83,-2107.34,2885.75
2025-10-19 10:27:27,STARLINK-5382,0.67,180.81,2646.24,2.25,120.66,558.57,-6904.15,-606.2,287.59
2025-10-19 10:27:27,STARLINK-5106,8.43,127.43,1946.84,14.41,134.13,558.47,-6368.66,-2130.26,1732.18
2025-10-19 10:27:27,STARLINK-5418,14.44,86.38,1568.69,24.95,134.91,559.5,-5933.8,-2076.69,2925.03
2025-10-19 10:27:27,STARLINK-5427,17.39,184.53,1419.31,13.51,120.06,558.4,-6721.49,-519.73,1628.14
2025-10-19 10:27:27,STARLINK-5310,1.01,31.42,2666.99,43.24,136.87,579.48,-4719.31,-1837.38,4756.22
2025-10-19 10:27:27,STARLINK-5327,6.96,352.06,2109.22,42.17,117.76,579.18,-5148.34,-190.48,4661.45
2025-10-19 10:27:27,STARLINK-5013,5.94,297.04,2150.62,31.78,102.14,560.66,-5731.24,1378.3,3649.42
2025-10-19 10:27:27,STARLINK-5749,2.31,322.1,2490.46,40.47,104.16,562.6,-5169.56,1052.35,4496.39
2025-10-19 10:27:27,STARLINK-5739,22.9,21.15,1209.46,33.4,124.94,561.02,-5712.88,-937.28,3814.05
2025-10-19 10:27:27,STARLINK-5738,4.25,89.66,2297.21,23.43,142.05,559.22,-5696.93,-2832.68,2757.05
2025-10-19 10:27:27,STARLINK-5735,13.78,317.77,1607.31,34.09,110.46,561.06,-5719.32,519.58,3883.19
2025-10-19 10:27:27,STARLINK-5069,13.37,180.41,1657.46,11.32,120.87,573.92,-6785.88,-621.54,1373.08
2025-10-19 10:27:27,STARLINK-30119,14.41,231.58,1567.51,16.57,110.67,558.65,-6620.49,576.73,1982.81
2025-10-19 10:27:27,STARLINK-5869,4.98,232.76,2226.98,12.75,105.84,558.28,-6663.83,1152.12,1538.03
2025-10-19 10:27:27,STARLINK-5536,4.66,258.32,2258.39,19.68,101.25,558.82,-6323.34,1623.67,2338.18
2025-10-19 10:27:27,STARLINK-5525,2.28,48.64,2492.07,37.4,140.76,561.82,-4986.67,-2343.14,4206.77
2025-10-19 10:27:27,STARLINK-6368,3.15,336.42,2407.09,43.03,110.06,563.05,-5045.42,494.25,4726.73
2025-10-19 10:27:27,STARLINK-6334,0.22,325.07,2708.39,42.64,103.31,562.11,-4982.85,1091.97,4691.52
2025-10-19 10:27:27,STARLINK-6330,6.36,352.95,2118.54,42.36,118.09,562.94,-5119.98,-218.85,4667.16
2025-10-19 10:27:27,STARLINK-5610,1.17,72.32,2604.41,29.51,145.21,560.21,-5247.18,-2981.67,3412.6
2025-10-19 10:27:27,STARLINK-5587,12.28,17.31,1695.46,37.94,126.13,562.05,-5377.32,-997.38,4259.6
2025-10-19 10:27:27,STARLINK-30171,15.47,290.59,1517.71,28.53,108.0,560.68,-6038.15,811.4,3310.93
2025-10-19 10:27:27,STARLINK-30169,11.3,77.83,1753.1,27.0,136.73,559.75,-5763.41,-2225.91,3146.74
2025-10-19 10:27:27,STARLINK-30147,10.55,41.25,1804.47,35.49,132.9,561.54,-5391.35,-1678.34,4021.97
2025-10-19 10:27:27,STARLINK-30168,5.14,336.54,2222.49,41.6,111.21,562.8,-5170.63,401.83,4598.87
2025-10-19 10:27:27,STARLINK-30251,19.79,56.47,1322.59,30.19,130.92,560.42,-5780.9,-1581.74,3485.44
2025-10-19 10:27:27,STARLINK-30315,6.26,73.86,2122.73,28.46,140.36,560.03,-5536.07,-2552.69,3302.54
2025-10-19 10:27:27,STARLINK-30287,1.72,208.07,2537.41,5.49,111.02,558.45,-6880.83,556.67,676.56
2025-10-19 10:27:27,STARLINK-30335,26.71,153.35,1089.28,17.51,124.75,558.47,-6528.28,-1047.69,2091.36
2025-10-19 10:27:27,STARLINK-30585,7.52,13.17,2024.84,41.14,125.98,562.71,-5137.57,-939.27,4557.48
2025-10-19 10:27:27,STARLINK-30787,5.35,167.91,2191.72,6.73,124.77,558.39,-6799.68,-1093.34,824.82
2025-10-19 10:27:27,STARLINK-30783,6.5,106.89,2098.25,18.68,138.64,558.42,-6045.29,-2567.74,2224.13
2025-10-19 10:27:27,STARLINK-30891,4.88,312.81,2244.7,36.62,103.86,561.66,-5448.09,1138.97,4132.42
2025-10-19 10:27:27,STARLINK-31077,16.04,263.72,1320.37,23.19,109.44,483.18,-6266.45,681.82,2701.7
2025-10-19 10:27:27,STARLINK-31113,11.39,209.14,1562.14,13.35,114.56,482.25,-6671.01,126.42,1590.92
2025-10-19 10:27:27,STARLINK-31083,16.59,76.87,1297.0,26.74,132.36,483.73,-5864.89,-1763.41,3085.39
2025-10-19 10:27:27,STARLINK-31121,5.15,65.79,2023.91,30.71,139.11,484.33,-5407.66,-2351.44,3499.33
2025-10-19 10:27:27,STARLINK-31450,4.92,298.61,2022.31,31.95,103.28,476.47,-5677.47,1246.33,3621.74
2025-10-19 10:27:27,STARLINK-31006,7.23,335.17,1857.32,38.75,112.67,486.33,-5342.13,277.89,4288.46
2025-10-19 10:27:27,STARLINK-31278,3.24,144.62,2187.96,9.23,131.73,481.92,-6503.57,-1877.1,1110.41
2025-10-19 10:27:27,STARLINK-31498,11.22,181.79,1571.9,11.75,120.56,482.21,-6689.28,-575.83,1405.08
2025-10-19 10:27:27,STARLINK-31275,7.76,85.26,1811.33,25.12,137.69,483.42,-5754.16,-2333.6,2910.75
2025-10-19 10:27:27,STARLINK-31698,1.16,120.17,2380.35,13.53,138.95,475.14,-6116.25,-2637.15,1608.84
2025-10-19 10:27:27,STARLINK-31508,14.59,27.04,1394.55,34.81,127.21,485.65,-5516.96,-1131.6,3911.4
2025-10-19 10:27:27,STARLINK-31509,15.9,313.19,1329.49,31.89,111.77,484.63,-5809.61,393.77,3620.71
2025-10-19 10:27:27,STARLINK-31397,3.79,68.92,2147.39,30.05,140.62,485.12,-5380.58,-2510.42,3431.94
2025-10-19 10:27:27,STARLINK-31582,8.25,349.45,1779.88,39.43,117.49,486.18,-5295.01,-170.74,4351.42
2025-10-19 10:27:27,STARLINK-32094,7.38,272.0,1839.83,24.38,104.02,483.29,-6117.64,1260.25,2831.23
2025-10-19 10:27:27,STARLINK-11114 [DTC],3.64,154.34,1801.18,10.64,127.72,359.66,-6472.94,-1385.82,1252.47
2025-10-19 10:27:27,STARLINK-31972,2.16,93.97,2299.1,21.96,142.07,482.64,-5693.85,-2833.46,2565.37
2025-10-19 10:27:27,STARLINK-31966,20.22,4.64,1154.19,33.88,121.85,485.24,-5660.27,-616.72,3820.51
2025-10-19 10:27:27,STARLINK-32231,9.43,256.84,1672.26,20.92,106.44,475.37,-6315.73,1023.8,2448.82
2025-10-19 10:27:27,STARLINK-11313 [DTC],18.37,1.75,952.41,32.54,121.25,361.34,-5650.68,-555.49,3619.25
2025-10-19 10:27:27,STARLINK-32441,14.11,327.46,1399.96,34.28,113.57,477.41,-5656.84,205.06,3855.4
2025-10-19 10:27:27,STARLINK-32343,20.84,51.21,1114.64,30.09,128.83,476.23,-5770.11,-1354.31,3432.31
2025-10-19 10:27:27,STARLINK-32478,0.89,108.67,2409.79,16.85,141.33,475.21,-5907.43,-2843.97,1989.46
2025-10-19 10:27:27,STARLINK-11388 [DTC],8.26,144.73,1426.55,14.7,128.16,355.13,-6354.98,-1411.68,1714.6
2025-10-19 10:27:27,STARLINK-32636,8.28,247.24,1750.94,18.45,106.75,475.03,-6419.23,1005.54,2172.35
2025-10-19 10:27:27,STARLINK-32890,7.49,104.51,1829.26,20.12,136.78,482.45,-6004.58,-2323.94,2361.67
2025-10-19 10:27:27,STARLINK-32874,2.81,216.02,2210.8,9.15,109.91,475.34,-6730.17,676.24,1100.15
2025-10-19 10:27:27,STARLINK-11563 [DTC],1.94,249.89,1952.62,18.08,104.34,355.05,-6273.11,1254.97,2093.18
2025-10-19 10:27:27,STARLINK-32935,34.25,117.57,800.58,22.13,126.26,482.58,-6242.54,-1171.87,2585.63
2025-10-19 10:27:27,STARLINK-11650 [DTC],11.15,313.69,1259.35,31.86,111.99,358.0,-5706.01,364.37,3550.28
2025-10-19 10:27:27,STARLINK-33755,11.9,317.83,1539.09,33.88,110.76,484.93,-5673.27,485.53,3819.6
2025-10-19 10:27:27,STARLINK-11661 [DTC],5.38,332.72,1650.86,37.18,112.91,359.0,-5357.88,255.95,4063.5
2025-10-19 10:27:27,STARLINK-33848,1.36,240.65,2358.75,13.87,102.98,474.88,-6488.29,1458.88,1649.51
2025-10-19 10:27:27,STARLINK-33773,18.49,260.9,1199.62,22.93,110.72,475.55,-6284.98,541.53,2671.05
2025-10-19 10:27:27,STARLINK-11688 [DTC],0.18,65.35,2143.02,31.24,140.72,356.91,-5211.57,-2442.88,3486.51
2025-10-19 10:27:27,STARLINK-34015,7.92,229.48,1794.41,14.56,109.23,481.98,-6595.18,741.5,1731.04
2025-10-19 10:27:27,STARLINK-33927,0.64,332.95,2467.74,43.06,108.06,487.74,-4967.97,662.79,4678.03
2025-10-19 10:27:27,STARLINK-34173,4.83,324.01,2031.46,38.19,108.23,477.49,-5338.75,695.81,4231.04
2025-10-19 10:27:27,STARLINK-34342,3.41,54.07,2160.19,34.49,138.95,476.79,-5184.13,-2237.94,3874.66
2025-10-19 10:27:27,STARLINK-34381,3.79,16.0,2126.21,42.04,127.55,478.39,-4977.96,-1052.38,4581.88
2025-10-19 10:27:27,STARLINK-34356,14.0,102.28,1625.7,21.37,134.74,574.64,-6114.48,-2118.77,2534.92
2025-10-19 10:27:27,STARLINK-34408,13.85,51.79,1638.33,32.5,133.26,576.81,-5586.48,-1776.99,3730.88
2025-10-19 10:27:27,STARLINK-34492,0.06,60.85,2427.1,33.35,142.77,448.59,-5070.52,-2602.55,3746.06
2025-10-19 10:27:27,STARLINK-33965,9.89,86.03,1642.0,24.99,136.02,475.51,-5819.34,-2164.06,2893.54
2025-10-19 10:27:27,STARLINK-34593,3.93,71.09,2111.3,29.33,140.43,476.38,-5420.58,-2507.46,3353.27
2025-10-19 10:27:27,STARLINK-34235,9.75,165.76,1647.31,11.41,124.38,474.97,-6637.11,-1020.52,1364.21
2025-10-19 10:27:27,STARLINK-34547,14.99,141.48,1351.06,16.01,128.06,475.19,-6430.36,-1416.4,1894.79
2025-10-19 10:27:27,STARLINK-34255,17.34,138.14,1183.07,17.53,127.62,447.0,-6363.19,-1350.77,2059.48
2025-10-19 10:27:27,STARLINK-35034,17.89,127.04,1162.13,18.96,128.83,447.25,-6281.58,-1472.95,2219.78
2025-10-19 10:27:27,STARLINK-35064,2.29,2.12,2205.47,43.66,121.91,454.55,-4908.71,-540.69,4707.36
2025-10-19 10:27:27,STARLINK-35195,16.99,336.09,1208.35,33.66,116.25,451.92,-5680.3,-60.06,3780.35
2025-10-19 10:28:27,STARLINK-1309,5.18,65.63,2185.87,31.09,140.48,548.46,-5367.54,-2517.42,3570.92
2025-10-19 10:28:27,STARLINK-1474,1.84,40.7,2031.97,37.42,135.24,378.2,-5042.93,-1824.15,4096.75
2025-10-19 10:28:27,STARLINK-1605,9.89,82.27,1522.56,25.86,135.0,428.63,-5765.9,-2057.24,2966.36
2025-10-19 10:28:27,STARLINK-1627,12.14,152.0,1582.72,13.16,127.19,509.71,-6562.47,-1371.34,1575.05
2025-10-19 10:28:27,STARLINK-1790,9.01,245.88,1878.13,17.71,106.1,547.29,-6507.32,1065.02,2110.63
2025-10-19 10:28:27,STARLINK-2387,4.29,229.71,2260.67,11.79,106.28,547.04,-6690.81,1073.85,1423.27
2025-10-19 10:28:27,STARLINK-2401,22.16,187.31,1207.92,15.53,119.75,546.99,-6649.92,-507.04,1859.5
2025-10-19 10:28:27,STARLINK-2329,9.85,184.84,1815.98,9.79,119.7,547.01,-6802.55,-513.01,1187.98
2025-10-19 10:28:27,STARLINK-2378,17.67,84.35,1385.94,25.39,133.09,547.58,-5956.41,-1902.88,2968.44
2025-10-19 10:28:27,STARLINK-2699,0.18,22.51,2684.85,45.43,133.15,551.22,-4625.66,-1485.63,4925.7
2025-10-19 10:28:27,STARLINK-2696,1.56,310.12,1791.98,34.17,106.62,294.08,-5451.89,842.95,3741.04
2025-10-19 10:28:27,STARLINK-2255,4.09,49.18,2286.39,36.3,138.96,549.48,-5112.67,-2234.4,4093.49
2025-10-19 10:28:27,STARLINK-2646,2.98,333.79,2391.25,42.47,109.08,550.27,-5074.76,562.95,4668.87
2025-10-19 10:28:27,STARLINK-2647,29.07,51.77,1011.88,29.21,127.56,548.38,-5905.57,-1275.62,3376.92
2025-10-19 10:28:27,STARLINK-2717,0.84,115.15,2604.6,14.04,141.51,547.02,-6029.17,-2957.87,1685.41
2025-10-19 10:28:27,STARLINK-2648,19.16,322.16,1324.01,32.85,113.4,548.61,-5811.35,202.52,3752.39
2025-10-19 10:28:27,STARLINK-3199,5.09,14.19,2177.41,42.45,126.94,543.13,-4999.36,-1023.56,4661.39
2025-10-19 10:28:27,STARLINK-3198,0.68,73.52,2607.6,29.07,145.37,540.65,-5233.45,-3024.17,3356.44
2025-10-19 10:28:27,STARLINK-3276,3.33,223.76,2330.82,9.97,107.31,539.6,-6743.21,958.19,1207.17
2025-10-19 10:28:27,STARLINK-3739,1.32,317.09,2541.28,39.42,102.12,542.38,-5198.96,1229.17,4385.74
2025-10-19 10:28:27,STARLINK-3776,10.43,290.43,1764.67,29.07,105.38,540.65,-5951.37,1052.07,3357.78
2025-10-19 10:28:27,STARLINK-3757,15.2,46.98,1488.59,32.64,131.34,541.27,-5597.91,-1602.84,3726.52
2025-10-19 10:28:27,STARLINK-3858,1.04,340.91,2572.73,45.16,111.06,543.87,-4862.61,369.13,4897.43
2025-10-19 10:28:27,STARLINK-3942,9.86,27.06,1805.08,37.86,129.48,542.09,-5294.58,-1330.93,4239.66
2025-10-19 10:28:27,STARLINK-3927,15.71,343.96,1463.88,36.08,116.98,541.89,-5586.25,-155.23,4068.71
2025-10-19 10:28:27,STARLINK-4013,1.42,130.1,2522.8,10.14,137.43,539.58,-6309.83,-2554.94,1226.41
2025-10-19 10:28:27,STARLINK-3989,4.16,169.8,2252.01,6.02,124.29,540.06,-6795.74,-1063.77,737.89
2025-10-19 10:28:27,STARLINK-3995,9.39,97.66,1833.65,21.9,137.18,539.95,-5956.25,-2383.8,2580.62
2025-10-19 10:28:27,STARLINK-3934,0.56,59.12,2621.76,34.42,144.16,541.64,-4998.85,-2749.92,3903.7
2025-10-19 10:28:27,STARLINK-4005,2.41,45.6,2428.78,38.04,139.5,542.22,-4970.22,-2228.41,4255.66
2025-10-19 10:28:27,STARLINK-3946,1.06,3.67,2569.86,46.6,122.95,544.08,-4709.93,-626.49,5018.51
2025-10-19 10:28:27,STARLINK-4258,6.77,342.97,2035.73,40.95,114.48,542.84,-5221.97,83.8,4527.41
2025-10-19 10:28:27,STARLINK-4351,14.81,323.47,1564.06,34.66,111.91,566.74,-5697.43,347.03,3943.94
2025-10-19 10:28:27,STARLINK-4373,18.27,310.88,1370.6,31.6,111.38,553.09,-5885.0,413.07,3627.29
2025-10-19 10:28:27,STARLINK-4358,13.38,326.49,1619.14,35.52,112.12,556.55,-5630.67,322.8,4022.64
2025-10-19 10:28:27,STARLINK-4534,1.34,335.78,2538.68,44.0,108.92,543.13,-4942.65,562.42,4797.46
2025-10-19 10:28:27,STARLINK-4515,18.72,74.13,1325.72,27.24,132.29,540.37,-5881.68,-1788.68,3163.96
2025-10-19 10:28:27,STARLINK-4496,28.16,336.71,1020.97,31.65,117.51,540.77,-5881.49,-217.72,3626.43
2025-10-19 10:28:27,STARLINK-4543,6.13,307.43,2086.78,34.48,104.2,541.66,-5591.23,1108.42,3911.37
2025-10-19 10:28:27,STARLINK-4677,8.55,237.45,1892.81,15.72,107.27,539.69,-6589.12,941.32,1879.4
2025-10-19 10:28:27,STARLINK-4660,21.59,278.78,1215.91,25.88,110.64,540.39,-6199.2,516.49,3018.81
2025-10-19 10:28:27,STARLINK-4725,17.66,247.24,1369.7,20.2,110.29,539.84,-6463.17,577.39,2391.11
2025-10-19 10:28:27,STARLINK-4705,3.93,212.71,2274.2,8.29,110.65,539.82,-6820.2,565.58,1008.47
2025-10-19 10:28:27,STARLINK-4670,13.68,167.52,1564.32,12.32,123.76,539.75,-6683.97,-983.24,1483.77
2025-10-19 10:28:27,STARLINK-4728,6.24,116.14,2072.76,16.29,137.14,539.64,-6163.82,-2461.03,1945.04
2025-10-19 10:28:27,STARLINK-4768,10.44,225.05,1760.21,14.16,110.45,539.63,-6679.49,578.19,1699.43
2025-10-19 10:28:27,STARLINK-4762,9.18,76.27,1850.09,27.49,137.76,540.56,-5671.21,-2337.29,3190.63
2025-10-19 10:28:27,STARLINK-5382,3.35,173.58,2373.91,4.82,123.17,558.39,-6847.09,-935.24,596.59
2025-10-19 10:28:27,STARLINK-5106,7.48,114.98,2019.99,16.87,136.84,558.62,-6175.1,-2427.65,2017.04
2025-10-19 10:28:27,STARLINK-5418,9.36,77.66,1883.39,27.15,138.06,559.84,-5692.51,-2380.69,3162.57
2025-10-19 10:28:27,STARLINK-5427,23.78,168.91,1175.79,15.99,122.75,558.53,-6610.17,-854.05,1916.05
2025-10-19 10:28:27,STARLINK-5310,2.35,40.65,2526.8,39.91,138.9,578.65,-4888.71,-2130.98,4453.59
2025-10-19 10:28:27,STARLINK-5327,12.42,355.95,1724.11,38.82,119.71,578.36,-5400.28,-408.9,4352.75
2025-10-19 10:28:27,STARLINK-5013,11.01,293.43,1772.5,29.79,105.61,560.3,-5929.6,1024.08,3443.86
2025-10-19 10:28:27,STARLINK-5749,6.11,327.11,2139.05,39.31,108.56,562.34,-5327.19,639.2,4389.09
2025-10-19 10:28:27,STARLINK-5739,22.28,43.28,1230.35,31.51,128.55,560.65,-5756.33,-1347.3,3621.55
2025-10-19 10:28:27,STARLINK-5738,0.76,94.53,2645.68,21.11,145.01,558.95,-5622.0,-3199.44,2498.33
2025-10-19 10:28:27,STARLINK-5743,2.03,311.82,2517.1,37.66,101.04,561.84,-5317.99,1363.18,4232.47
2025-10-19 10:28:27,STARLINK-5735,21.98,322.5,1240.63,32.24,114.12,560.7,-5863.28,130.08,3697.1
2025-10-19 10:28:27,STARLINK-5069,21.33,174.39,1289.5,14.84,121.97,574.09,-6672.8,-770.22,1787.33
2025-10-19 10:28:27,STARLINK-5818,0.99,115.89,2657.44,13.6,141.68,574.27,-6055.43,-2993.49,1640.25
2025-10-19 10:28:27,STARLINK-30119,23.36,231.84,1190.39,18.99,113.45,558.85,-6552.18,222.8,2260.51
2025-10-19 10:28:27,STARLINK-30078,3.32,268.28,2187.4,22.88,100.78,483.23,-6113.2,1595.43,2667.88
2025-10-19 10:28:27,STARLINK-5869,10.03,233.2,1832.31,15.23,108.51,558.39,-6641.38,802.53,1828.43
2025-10-19 10:28:27,STARLINK-5536,9.13,263.33,1898.54,22.03,104.15,559.08,-6303.39,1254.39,2603.32
2025-10-19 10:28:27,STARLINK-6368,5.27,345.81,2211.46,42.67,114.91,562.98,-5098.87,43.49,4695.0
2025-10-19 10:28:27,STARLINK-6334,3.17,331.32,2403.41,42.05,108.07,561.99,-5107.28,657.44,4638.57
2025-10-19 10:28:27,STARLINK-6330,7.45,4.71,2030.05,41.65,122.79,562.77,-5138.7,-669.01,4603.47
2025-10-19 10:28:27,STARLINK-5587,11.88,32.18,1720.01,36.43,130.2,561.73,-5393.48,-1428.31,4114.36
2025-10-19 10:28:27,STARLINK-30171,23.87,282.26,1177.11,26.38,111.23,560.3,-6195.35,451.07,3081.85
2025-10-19 10:28:27,STARLINK-30169,6.99,86.02,2061.85,24.8,139.87,559.42,-5727.5,-2611.4,2907.63
2025-10-19 10:28:27,STARLINK-30147,8.18,53.32,1972.51,33.75,136.7,561.19,-5370.65,-2098.71,3849.0
2025-10-19 10:28:27,STARLINK-30168,8.12,345.93,1978.76,40.67,115.79,562.6,-5260.03,-36.25,4514.33
2025-10-19 10:28:27,STARLINK-30268,0.04,319.1,2730.64,41.02,101.04,562.7,-5068.44,1300.18,4546.26
2025-10-19 10:28:27,STARLINK-30251,15.05,71.56,1537.61,28.13,134.27,560.06,-5785.5,-1981.14,3267.45
2025-10-19 10:28:27,STARLINK-30315,2.38,69.11,2479.84,30.51,143.73,560.37,-5256.26,-2840.02,3517.52
2025-10-19 10:28:27,STARLINK-30287,5.66,204.29,2165.93,8.05,113.55,558.36,-6862.64,220.21,982.31
2025-10-19 10:28:27,STARLINK-30335,27.71,127.25,1063.18,19.91,127.56,558.68,-6371.7,-1375.64,2365.22
2025-10-19 10:28:27,STARLINK-30585,6.95,25.32,2069.47,40.11,130.49,562.46,-5120.47,-1383.97,4462.59
2025-10-19 10:28:27,STARLINK-30532,1.57,330.93,2566.06,43.14,106.74,563.08,-5002.92,762.75,4736.18
2025-10-19 10:28:27,STARLINK-30787,7.73,157.49,1997.6,9.28,127.33,558.33,-6695.46,-1415.73,1128.51
2025-10-19 10:28:27,STARLINK-30783,4.27,96.98,2293.53,21.06,141.49,558.63,-5809.36,-2849.0,2493.03
2025-10-19 10:28:27,STARLINK-30842,3.74,296.58,2348.56,32.17,100.08,560.92,-5661.01,1552.1,3689.29
2025-10-19 10:28:27,STARLINK-30891,9.81,314.67,1854.43,34.98,107.77,561.32,-5631.46,754.68,3971.92
2025-10-19 10:28:27,STARLINK-30948,2.87,235.79,2423.8,12.35,103.79,558.27,-6634.67,1363.09,1491.1
2025-10-19 10:28:27,STARLINK-31077,24.8,276.86,1006.88,25.48,112.55,483.49,-6182.77,307.22,2950.77
2025-10-19 10:28:27,STARLINK-31113,18.82,201.89,1200.39,15.87,117.29,482.35,-6592.33,-218.64,1880.91
2025-10-19 10:28:27,STARLINK-31083,10.02,69.45,1654.66,28.91,135.67,484.1,-5630.59,-2083.73,3313.12
2025-10-19 10:28:27,STARLINK-31121,1.11,62.61,2412.32,32.68,142.71,484.69,-5127.61,-2653.41,3698.71
2025-10-19 10:28:27,STARLINK-31450,9.44,291.54,1672.72,29.18,106.12,476.06,-5901.89,964.95,3338.75
2025-10-19 10:28:27,STARLINK-31006,11.45,345.42,1567.8,37.31,116.91,486.0,-5453.38,-144.79,4153.16
2025-10-19 10:28:27,STARLINK-31278,3.78,133.12,2137.52,11.8,134.38,481.79,-6346.92,-2184.63,1410.82
2025-10-19 10:28:27,STARLINK-31498,15.94,167.98,1321.56,14.29,123.25,482.31,-6582.74,-909.37,1699.6
2025-10-19 10:28:27,STARLINK-31275,3.9,77.61,2134.47,27.35,140.91,483.76,-5496.19,-2627.38,3148.47
