time,satellite,elevation_deg,azimuth_deg,distance_km,lat_subpoint,lon_subpoint,height_km,x_ecef_km,y_ecef_km,z_ecef_km
2025-10-19 11:39:27,STARLINK-2155,24.13,123.51,1144.24,19.8,128.65,547.05,-5578.11,-3362.34,2346.03
2025-10-19 11:39:27,STARLINK-2214,24.87,41.37,1124.23,31.04,127.49,548.5,-5140.63,-2960.24,3565.25
2025-10-19 11:39:27,STARLINK-2757,1.37,110.3,2548.83,15.87,141.99,547.11,-4756.03,-4661.45,1894.21
2025-10-19 11:39:27,STARLINK-2739,3.6,298.63,2330.52,32.79,100.46,548.68,-5811.42,-291.85,3746.55
2025-10-19 11:39:27,STARLINK-2704,5.36,306.45,2171.75,34.57,103.24,549.22,-5672.38,-561.4,3924.59
2025-10-19 11:39:27,STARLINK-2695,38.3,258.76,833.63,23.63,115.17,547.65,-6045.04,-1917.01,2775.22
2025-10-19 11:39:27,STARLINK-3193,16.36,95.81,1430.1,23.13,133.35,540.13,-5158.28,-3719.92,2715.02
2025-10-19 11:39:27,STARLINK-3197,26.27,71.95,1070.18,27.04,129.48,540.51,-5228.04,-3257.3,3140.79
2025-10-19 11:39:27,STARLINK-3204,13.01,345.95,1607.38,37.48,117.0,542.08,-5174.64,-1827.1,4203.01
2025-10-19 11:39:27,STARLINK-3309,1.1,23.75,2252.81,42.19,131.32,428.05,-4188.7,-2803.82,4559.28
2025-10-19 11:39:27,STARLINK-3181,23.03,157.87,1164.86,16.46,124.46,539.66,-5914.69,-2998.79,1963.67
2025-10-19 11:39:27,STARLINK-3166,13.56,73.58,1574.41,27.78,134.84,540.44,-4868.1,-3707.16,3218.92
2025-10-19 11:39:27,STARLINK-3897,0.25,319.41,2655.72,40.74,101.75,542.38,-5225.4,-380.91,4507.57
2025-10-19 11:39:27,STARLINK-3937,62.46,330.38,602.85,26.81,119.69,540.16,-5716.72,-2324.35,3117.62
2025-10-19 11:39:27,STARLINK-3935,5.96,136.94,2095.81,11.47,133.09,539.87,-5517.16,-3936.89,1381.65
2025-10-19 11:39:27,STARLINK-3932,31.34,218.5,947.16,19.46,116.54,540.17,-6166.02,-2119.18,2306.42
2025-10-19 11:39:27,STARLINK-3922,21.45,185.85,1218.24,15.36,119.98,539.6,-6164.61,-2540.74,1837.58
2025-10-19 11:39:27,STARLINK-3997,6.42,62.74,2061.51,31.61,138.96,540.88,-4417.01,-3897.15,3618.6
2025-10-19 11:39:27,STARLINK-3967,9.12,218.64,1850.7,12.48,111.25,539.88,-6560.77,-1594.52,1503.01
2025-10-19 11:39:27,STARLINK-3941,42.17,48.26,769.92,27.91,124.96,540.49,-5425.13,-2812.44,3234.36
2025-10-19 11:39:27,STARLINK-4014,5.17,344.11,2170.25,42.21,114.35,542.98,-4903.56,-1479.77,4640.51
2025-10-19 11:39:27,STARLINK-3844,11.61,120.49,1686.67,17.26,133.41,539.86,-5353.37,-3867.25,2053.92
2025-10-19 11:39:27,STARLINK-3970,27.13,345.65,1048.07,32.32,118.71,541.31,-5450.51,-2108.13,3693.55
2025-10-19 11:39:27,STARLINK-4276,0.3,148.55,2641.41,5.17,132.51,540.13,-5648.35,-3943.93,633.71
2025-10-19 11:39:27,STARLINK-4512,49.67,194.08,689.08,21.19,120.01,539.79,-5958.81,-2460.3,2501.76
2025-10-19 11:39:27,STARLINK-4525,5.41,311.31,2148.62,35.78,104.36,542.05,-5570.47,-661.74,4039.83
2025-10-19 11:39:27,STARLINK-4480,9.02,184.92,1856.5,9.4,119.65,539.73,-6323.21,-2563.08,1138.72
2025-10-19 11:39:27,STARLINK-4539,15.23,201.94,1482.83,13.61,116.41,539.7,-6361.28,-2169.25,1633.62
2025-10-19 11:39:27,STARLINK-4651,21.73,303.43,1212.09,29.71,111.98,540.97,-5817.02,-1494.44,3425.03
2025-10-19 11:39:27,STARLINK-4661,9.04,12.34,1862.22,39.85,125.21,542.5,-4702.89,-2465.84,4424.57
2025-10-19 11:39:27,STARLINK-4616,3.19,21.5,2353.01,43.0,130.75,543.17,-4231.79,-2772.13,4709.0
2025-10-19 11:39:27,STARLINK-4645,21.17,26.65,1231.88,33.29,126.08,541.29,-5079.28,-2760.99,3790.47
2025-10-19 11:39:27,STARLINK-4656,16.97,236.72,1399.95,18.34,111.16,539.67,-6379.89,-1540.67,2179.54
2025-10-19 11:39:27,STARLINK-4723,2.42,49.24,2427.59,36.96,140.35,542.14,-4054.27,-3758.25,4149.98
2025-10-19 11:39:27,STARLINK-4712,48.72,126.83,698.35,22.46,124.28,540.21,-5708.46,-2872.14,2642.91
2025-10-19 11:39:27,STARLINK-4748,10.01,21.77,1794.7,38.43,127.9,542.33,-4675.04,-2739.37,4291.73
2025-10-19 11:39:27,STARLINK-4793,2.59,207.61,2401.89,6.47,111.66,539.83,-6666.05,-1671.07,791.14
2025-10-19 11:39:27,STARLINK-5383,21.84,78.76,1243.96,26.31,131.46,559.5,-5159.65,-3467.42,3070.51
2025-10-19 11:39:27,STARLINK-5391,2.44,62.5,2474.16,32.8,143.03,560.76,-4086.72,-4159.14,3749.91
2025-10-19 11:39:27,STARLINK-5409,8.98,46.64,1913.22,35.02,134.95,561.33,-4511.94,-3451.32,3973.63
2025-10-19 11:39:27,STARLINK-5405,52.17,281.9,691.9,25.48,117.17,559.45,-5896.69,-2099.74,2982.57
2025-10-19 11:39:27,STARLINK-5411,2.74,242.42,2438.04,14.14,102.26,558.43,-6701.12,-546.9,1701.25
2025-10-19 11:39:27,STARLINK-5311,0.07,187.46,2752.23,1.52,118.02,574.32,-6512.43,-2425.88,199.51
2025-10-19 11:39:27,STARLINK-5286,27.25,100.99,1104.28,23.0,129.63,575.22,-5421.88,-3396.53,2714.94
2025-10-19 11:39:27,STARLINK-4623,20.49,255.8,1324.06,21.89,110.23,575.0,-6291.73,-1412.58,2593.02
2025-10-19 11:39:27,STARLINK-5604,5.26,354.38,2253.13,43.56,118.47,579.59,-4705.38,-1799.46,4784.42
2025-10-19 11:39:27,STARLINK-5753,11.23,307.38,1758.97,32.94,107.37,560.8,-5734.48,-989.37,3768.09
2025-10-19 11:39:27,STARLINK-5742,1.58,125.48,2554.38,11.23,138.76,558.44,-5118.68,-4479.36,1356.24
2025-10-19 11:39:27,STARLINK-5722,30.12,231.67,1005.26,20.2,114.96,559.27,-6210.39,-1944.0,2396.76
2025-10-19 11:39:27,STARLINK-5730,13.88,163.98,1595.08,12.3,124.59,558.52,-6036.33,-3076.56,1483.68
2025-10-19 11:39:27,STARLINK-5734,5.41,153.2,2187.09,8.18,129.19,558.35,-5845.86,-3597.59,996.08
2025-10-19 11:39:27,STARLINK-5497,19.35,54.46,1372.25,30.71,131.11,576.28,-4979.84,-3304.24,3545.42
2025-10-19 11:39:27,STARLINK-5067,18.69,312.98,1400.84,32.02,111.5,576.82,-5719.38,-1418.66,3682.99
2025-10-19 11:39:27,STARLINK-5807,10.53,175.33,1833.16,9.74,122.2,573.98,-6227.33,-2853.15,1184.65
2025-10-19 11:39:27,STARLINK-30144,13.32,21.79,1634.23,37.02,127.08,561.7,-4818.17,-2730.22,4169.58
2025-10-19 11:39:27,STARLINK-6211,22.55,357.72,1221.38,34.18,120.52,561.15,-5282.23,-2238.54,3891.98
2025-10-19 11:39:27,STARLINK-6227,8.29,272.41,1960.65,24.42,103.11,559.4,-6283.98,-607.61,2867.32
2025-10-19 11:39:27,STARLINK-5488,8.33,96.61,1956.94,21.93,138.35,559.18,-4870.13,-4203.4,2588.15
2025-10-19 11:39:27,STARLINK-5513,1.1,316.95,2614.86,39.73,101.46,562.31,-5321.23,-360.43,4427.62
2025-10-19 11:39:27,STARLINK-5516,7.94,323.46,1991.02,37.59,108.66,561.85,-5392.34,-1056.3,4226.17
2025-10-19 11:39:27,STARLINK-30145,17.87,83.61,1401.68,25.54,133.19,559.52,-5085.42,-3645.76,2987.18
2025-10-19 11:39:27,STARLINK-30266,2.97,306.69,2423.23,35.65,100.86,561.42,-5625.38,-321.94,4038.39
2025-10-19 11:39:27,STARLINK-30349,10.78,245.66,1783.93,18.11,106.96,558.8,-6502.02,-1073.46,2159.64
2025-10-19 11:39:27,STARLINK-30338,1.48,49.19,2573.17,37.6,141.69,561.34,-3942.72,-3829.9,4222.93
2025-10-19 11:39:27,STARLINK-30334,45.22,19.93,759.95,28.97,122.69,560.14,-5492.61,-2576.64,3356.0
2025-10-19 11:39:27,STARLINK-30704,45.53,255.17,645.81,23.77,116.97,475.84,-5912.98,-2082.51,2762.14
2025-10-19 11:39:27,STARLINK-30507,10.63,283.47,1797.11,27.36,104.79,559.97,-6109.08,-772.86,3186.97
2025-10-19 11:39:27,STARLINK-30515,25.09,185.49,1135.81,16.27,120.12,558.7,-6147.5,-2552.2,1947.06
2025-10-19 11:39:27,STARLINK-30776,3.8,217.01,2329.71,8.67,109.19,556.9,-6713.64,-1378.69,1055.63
2025-10-19 11:39:27,STARLINK-30782,1.11,218.62,2600.98,6.96,107.34,558.27,-6784.1,-1165.34,852.84
2025-10-19 11:39:27,STARLINK-30769,9.91,67.81,1846.08,29.67,137.18,560.28,-4641.34,-3844.37,3427.55
2025-10-19 11:39:27,STARLINK-30775,36.23,177.83,882.79,18.88,121.21,558.58,-6010.15,-2629.81,2247.07
2025-10-19 11:39:27,STARLINK-30878,20.36,265.25,1298.73,23.56,109.98,559.42,-6207.54,-1364.32,2772.68
2025-10-19 11:39:27,STARLINK-31021,4.64,34.43,2266.61,39.87,134.83,562.18,-4235.04,-3227.09,4438.12
2025-10-19 11:39:27,STARLINK-31010,22.18,324.61,1233.65,32.41,114.49,560.64,-5600.44,-1704.1,3713.9
2025-10-19 11:39:27,STARLINK-31001,1.91,268.16,2523.54,22.33,97.85,558.73,-6412.84,-28.6,2636.72
2025-10-19 11:39:27,STARLINK-31095,29.96,285.66,882.65,26.38,114.09,483.49,-5890.08,-1747.15,3046.12
2025-10-19 11:39:27,STARLINK-31139,29.7,4.85,883.98,31.23,121.6,481.22,-5353.4,-2388.61,3550.78
2025-10-19 11:39:27,STARLINK-31060,35.9,344.53,662.88,29.19,119.59,410.07,-5490.97,-2221.01,3305.68
2025-10-19 11:39:27,STARLINK-31536,10.61,49.38,1618.15,33.06,133.07,485.0,-4678.94,-3341.76,3735.78
2025-10-19 11:39:27,STARLINK-31688,5.54,186.12,1961.28,8.24,119.21,474.64,-6302.8,-2498.95,992.25
2025-10-19 11:39:27,STARLINK-31644,19.26,104.28,1169.81,22.19,130.68,475.36,-5312.97,-3465.33,2587.02
2025-10-19 11:39:27,STARLINK-31670,4.02,91.05,2121.53,23.19,140.56,483.0,-4610.22,-4300.91,2697.79
2025-10-19 11:39:27,STARLINK-31712,12.69,75.32,1492.38,27.32,134.32,483.93,-4882.06,-3648.06,3143.84
2025-10-19 11:39:27,STARLINK-31524,16.73,303.58,1290.79,30.22,110.98,483.87,-5764.08,-1373.3,3450.01
2025-10-19 11:39:27,STARLINK-31650,8.08,169.12,1782.09,10.06,123.8,482.45,-6058.39,-2983.12,1206.52
2025-10-19 11:39:27,STARLINK-31725,4.09,128.57,2111.0,12.97,135.22,482.28,-5291.54,-4082.51,1543.81
2025-10-19 11:39:27,STARLINK-31539,17.42,331.12,1262.39,33.57,115.14,484.87,-5448.01,-1725.26,3788.71
2025-10-19 11:39:27,STARLINK-31750,10.7,100.65,1608.21,21.67,135.06,482.97,-5056.45,-3880.34,2531.87
2025-10-19 11:39:27,STARLINK-11098 [DTC],8.75,220.03,1409.15,15.42,113.05,360.38,-6258.0,-1731.25,1796.58
2025-10-19 11:39:27,STARLINK-11117 [DTC],3.41,41.89,1831.32,35.99,133.89,362.04,-4390.32,-3231.72,3951.22
2025-10-19 11:39:27,STARLINK-31876,50.06,293.01,615.89,26.06,117.59,483.63,-5788.59,-2108.97,3011.99
2025-10-19 11:39:27,STARLINK-11280 [DTC],0.06,163.84,2159.52,6.66,126.12,359.63,-5877.76,-3196.61,791.98
2025-10-19 11:39:27,STARLINK-32459,15.53,160.12,1325.49,14.6,124.72,475.41,-5899.22,-3024.95,1732.49
2025-10-19 11:39:27,STARLINK-32475,22.67,294.98,1055.2,28.03,112.59,476.17,-5840.4,-1566.51,3217.61
2025-10-19 11:39:27,STARLINK-11474 [DTC],21.51,108.08,851.59,22.53,127.92,359.0,-5367.27,-3143.39,2580.41
2025-10-19 11:39:27,STARLINK-11369 [DTC],63.6,189.57,394.55,23.32,120.7,355.71,-5683.74,-2427.97,2664.58
2025-10-19 11:39:27,STARLINK-32804,1.44,244.53,2370.35,14.95,102.14,481.98,-6603.99,-525.96,1775.51
2025-10-19 11:39:27,STARLINK-32781,10.53,249.17,1617.67,19.44,107.69,482.48,-6365.86,-1134.76,2285.6
2025-10-19 11:39:27,STARLINK-32878,7.11,146.85,1855.6,11.47,129.58,482.23,-5699.58,-3562.32,1370.34
2025-10-19 11:39:27,STARLINK-32892,23.91,273.53,1032.39,25.03,112.26,483.59,-6010.55,-1575.0,2902.38
2025-10-19 11:39:27,STARLINK-32879,20.81,317.22,1115.78,31.09,114.05,476.44,-5625.58,-1663.82,3534.42
2025-10-19 11:39:27,STARLINK-32926,13.14,310.23,1466.08,32.19,110.16,483.71,-5663.83,-1264.73,3650.16
2025-10-19 11:39:27,STARLINK-32801,7.02,183.22,1824.45,9.4,120.11,468.09,-6237.23,-2586.46,1127.1
2025-10-19 11:39:27,STARLINK-32810,5.58,185.29,1915.27,8.58,119.48,458.93,-6271.02,-2520.4,1029.99
2025-10-19 11:39:27,STARLINK-33531,20.34,98.79,1145.61,23.11,130.65,482.85,-5284.84,-3443.81,2690.52
2025-10-19 11:39:27,STARLINK-33708,8.58,76.61,1752.23,27.33,137.01,483.61,-4704.34,-3873.13,3144.87
2025-10-19 11:39:27,STARLINK-33677,27.04,150.97,945.49,18.56,124.57,481.85,-5791.78,-2951.11,2185.44
2025-10-19 11:39:27,STARLINK-33670,0.46,67.09,2482.72,31.29,143.9,484.51,-4045.82,-4243.98,3554.9
2025-10-19 11:39:27,STARLINK-33535,5.06,205.91,2021.95,9.19,113.5,482.08,-6510.43,-1856.54,1105.78
2025-10-19 11:39:27,STARLINK-33606,15.41,190.23,1344.15,14.02,118.99,481.27,-6193.48,-2428.36,1666.81
2025-10-19 11:39:27,STARLINK-32956,36.59,210.18,763.32,20.32,118.23,482.55,-6017.18,-2267.92,2384.12
2025-10-19 11:39:27,STARLINK-33817,12.75,166.63,1483.54,12.87,123.84,482.4,-5995.94,-2957.97,1533.5
2025-10-19 11:39:27,STARLINK-11664 [DTC],1.23,304.77,2030.55,33.82,103.65,356.99,-5560.63,-590.84,3742.12
2025-10-19 11:39:27,STARLINK-11666 [DTC],8.35,303.69,1424.99,31.06,109.25,356.19,-5645.8,-1166.13,3469.88
2025-10-19 11:39:27,STARLINK-11663 [DTC],1.18,129.25,2027.0,13.06,134.81,354.61,-5219.74,-3967.6,1525.68
2025-10-19 11:39:27,STARLINK-11660 [DTC],8.32,91.43,1428.01,23.91,134.23,356.48,-4936.24,-3675.53,2726.2
2025-10-19 11:39:27,STARLINK-34053,14.49,287.73,1395.1,27.77,108.74,483.22,-5952.68,-1174.89,3193.78
2025-10-19 11:39:27,STARLINK-34002,16.85,9.03,1287.93,35.04,122.94,485.35,-5073.45,-2408.09,3933.5
2025-10-19 11:39:27,STARLINK-33888,22.58,326.55,1070.06,31.64,115.62,482.56,-5549.8,-1809.44,3593.67
2025-10-19 11:39:27,STARLINK-34129,5.27,269.79,2008.75,23.59,102.43,482.32,-6261.02,-530.22,2745.47
2025-10-19 11:39:27,STARLINK-34308,23.6,11.96,1027.55,32.54,122.9,476.7,-5219.29,-2472.66,3680.96
2025-10-19 11:39:27,STARLINK-34276,8.05,107.77,1769.07,19.53,135.93,475.3,-5062.26,-4007.99,2290.55
2025-10-19 11:39:27,STARLINK-34377,27.41,58.03,926.3,28.32,127.6,476.03,-5220.58,-3020.09,3246.33
2025-10-19 11:39:27,STARLINK-34388,34.61,223.38,936.85,20.08,116.32,575.07,-6181.06,-2097.49,2388.99
2025-10-19 11:39:27,STARLINK-34376,38.51,226.2,869.63,20.83,116.64,574.96,-6138.99,-2121.25,2474.11
2025-10-19 11:39:27,STARLINK-34360,8.14,15.79,2015.39,40.77,126.88,578.59,-4589.51,-2580.29,4533.02
2025-10-19 11:39:27,STARLINK-34368,6.9,16.18,2113.63,41.58,127.41,578.98,-4509.78,-2591.43,4606.24
2025-10-19 11:39:27,STARLINK-11707 [DTC],16.55,12.56,1008.41,32.87,123.1,357.29,-5101.3,-2438.06,3648.86
2025-10-19 11:39:27,STARLINK-34407,15.4,166.0,1548.93,12.67,124.02,574.45,-6071.31,-3019.55,1531.58
2025-10-19 11:39:27,STARLINK-34385,22.71,329.16,1246.22,32.89,115.18,577.15,-5563.14,-1766.68,3770.84
2025-10-19 11:39:27,STARLINK-34457,13.77,165.54,1635.82,11.91,124.31,574.15,-6073.44,-3059.17,1441.04
2025-10-19 11:39:27,STARLINK-34444,20.19,329.98,1339.64,33.72,114.73,577.21,-5523.69,-1706.56,3855.15
2025-10-19 11:39:27,STARLINK-34490,11.35,354.2,1484.31,37.08,119.43,449.76,-5051.85,-2027.96,4108.63
2025-10-19 11:39:27,STARLINK-34518,14.01,0.88,1338.88,35.81,121.18,449.37,-5069.8,-2217.5,3986.88
2025-10-19 11:39:27,STARLINK-34598,15.03,235.39,1349.52,18.25,111.49,475.32,-6314.73,-1563.3,2149.79
2025-10-19 11:39:27,STARLINK-34635,5.39,230.88,1976.05,13.67,107.72,474.63,-6551.87,-1171.17,1626.49
2025-10-19 11:39:27,STARLINK-34612,3.22,35.53,2180.4,39.27,134.74,477.92,-4224.7,-3209.14,4329.21
2025-10-19 11:39:27,STARLINK-34491,26.37,23.06,952.62,31.37,124.24,476.71,-5226.46,-2627.17,3562.59
2025-10-19 11:39:27,STARLINK-34582,56.33,334.45,562.99,27.16,119.71,475.66,-5645.33,-2296.92,3125.43
2025-10-19 11:39:27,STARLINK-35008,2.54,232.5,2160.87,12.83,106.06,446.67,-6579.14,-979.67,1522.8
2025-10-19 11:39:27,STARLINK-35085,4.68,233.58,1962.99,14.27,107.2,447.22,-6519.0,-1104.6,1688.32
2025-10-19 11:39:27,STARLINK-34837,16.57,25.19,1219.82,33.67,125.99,449.03,-4993.31,-2704.6,3777.95
2025-10-19 11:40:27,STARLINK-1265,22.34,101.21,1203.49,22.67,130.8,547.54,-5326.96,-3525.09,2668.06
2025-10-19 11:40:27,STARLINK-1296,12.7,337.51,1642.29,37.06,114.61,549.47,-5274.22,-1642.9,4167.51
2025-10-19 11:40:27,STARLINK-1485,2.96,126.3,1629.05,15.95,132.77,286.22,-5217.74,-3715.72,1833.27
2025-10-19 11:40:27,STARLINK-1523,48.85,296.71,706.79,26.49,117.13,547.84,-5828.71,-2099.73,3086.73
2025-10-19 11:40:27,STARLINK-1583,19.26,199.05,1315.55,14.95,117.5,546.78,-6277.71,-2305.78,1791.27
2025-10-19 11:40:27,STARLINK-1612,10.23,23.49,1568.34,36.68,127.41,455.6,-4738.45,-2748.82,4072.75
2025-10-19 11:40:27,STARLINK-1692,22.82,304.28,835.95,28.38,114.82,368.4,-5657.67,-1783.57,3203.23
2025-10-19 11:40:27,STARLINK-1805,17.66,270.67,1386.2,24.44,108.88,547.59,-6173.67,-1262.24,2864.94
2025-10-19 11:40:27,STARLINK-2116,25.69,330.64,1100.47,31.93,116.23,548.68,-5558.04,-1904.66,3657.72
2025-10-19 11:40:27,STARLINK-2391,13.53,244.43,1590.84,18.72,108.69,547.14,-6427.27,-1291.19,2225.35
2025-10-19 11:40:27,STARLINK-2399,3.83,17.16,2311.16,43.24,128.7,550.64,-4304.68,-2630.82,4734.79
2025-10-19 11:40:27,STARLINK-2280,7.51,226.16,1988.95,12.83,108.81,547.36,-6614.94,-1343.19,1544.79
2025-10-19 11:40:27,STARLINK-2145,4.93,338.5,2210.2,41.83,111.99,550.35,-4990.11,-1307.23,4611.16
2025-10-19 11:40:27,STARLINK-2155,14.96,128.49,1512.9,16.86,130.91,546.93,-5518.58,-3665.07,2011.04
2025-10-19 11:40:27,STARLINK-2214,23.17,65.16,1176.97,28.3,130.23,548.11,-5116.28,-3313.53,3278.85
2025-10-19 11:40:27,STARLINK-2739,7.59,292.58,1986.71,30.11,103.32,548.26,-5955.36,-624.33,3470.56
2025-10-19 11:40:27,STARLINK-2704,10.24,302.06,1796.53,31.94,106.22,548.79,-5803.88,-907.54,3659.41
2025-10-19 11:40:27,STARLINK-2695,40.07,218.63,807.39,20.74,117.56,547.41,-6073.83,-2238.73,2454.17
2025-10-19 11:40:27,STARLINK-2521,3.59,307.51,2332.83,35.55,101.86,549.27,-5614.28,-444.63,4021.39
2025-10-19 11:40:27,STARLINK-3193,10.69,105.53,1746.05,20.23,135.72,539.89,-5084.86,-4031.46,2390.71
2025-10-19 11:40:27,STARLINK-3197,19.75,91.1,1284.12,24.2,132.0,540.21,-5186.0,-3590.73,2833.06
2025-10-19 11:40:27,STARLINK-3204,19.62,356.48,1291.04,34.94,120.22,541.63,-5221.73,-2207.06,3955.88
2025-10-19 11:40:27,STARLINK-3181,27.83,134.14,1027.44,19.41,126.7,539.77,-5682.7,-3200.17,2300.18
2025-10-19 11:40:27,STARLINK-3166,8.52,65.01,1897.98,30.54,137.54,540.82,-4546.22,-3849.61,3508.33
2025-10-19 11:40:27,STARLINK-3897,4.24,319.18,2252.4,38.35,105.29,541.9,-5370.61,-751.43,4285.49
2025-10-19 11:40:27,STARLINK-3937,72.58,126.01,563.66,23.97,122.21,539.86,-5731.3,-2659.31,2809.0
2025-10-19 11:40:27,STARLINK-3935,1.66,137.77,2497.63,8.46,135.16,539.98,-5403.09,-4196.42,1025.01
2025-10-19 11:40:27,STARLINK-3932,24.39,194.3,1122.87,16.51,118.79,540.04,-6170.4,-2425.85,1969.48
2025-10-19 11:40:27,STARLINK-3922,14.24,174.75,1533.4,12.38,122.12,539.6,-6131.94,-2832.53,1489.17
2025-10-19 11:40:27,STARLINK-3997,2.47,57.71,2421.83,34.27,141.91,541.31,-4068.11,-4016.47,3886.38
2025-10-19 11:40:27,STARLINK-4002,0.6,198.35,2608.49,3.53,114.14,540.48,-6609.85,-1995.68,439.77
2025-10-19 11:40:27,STARLINK-3967,15.78,218.86,1456.29,15.47,113.39,539.88,-6404.16,-1843.86,1850.68
2025-10-19 11:40:27,STARLINK-3941,25.02,43.95,1105.93,30.67,127.68,540.86,-5131.82,-3007.97,3523.15
2025-10-19 11:40:27,STARLINK-4014,9.29,351.48,1844.68,39.91,118.06,542.52,-4960.52,-1880.32,4430.79
2025-10-19 11:40:27,STARLINK-3844,6.3,124.52,2067.79,14.29,135.6,539.79,-5260.96,-4151.76,1710.25
2025-10-19 11:40:27,STARLINK-3970,41.68,5.74,776.58,29.6,121.52,540.89,-5483.58,-2465.93,3413.32
2025-10-19 11:40:27,STARLINK-4512,31.74,168.94,937.65,18.27,122.3,539.62,-5951.88,-2773.15,2170.55
2025-10-19 11:40:27,STARLINK-4525,10.53,308.29,1759.6,33.18,107.42,541.6,-5698.01,-1014.62,3781.26
2025-10-19 11:40:27,STARLINK-4480,4.9,177.69,2184.45,6.37,121.7,539.93,-6261.6,-2835.77,779.01
2025-10-19 11:40:27,STARLINK-4539,10.73,189.78,1740.3,10.6,118.52,539.76,-6337.84,-2457.13,1281.27
2025-10-19 11:40:27,STARLINK-4651,21.87,325.92,1207.41,32.42,114.8,541.38,-5567.51,-1754.21,3704.15
2025-10-19 11:40:27,STARLINK-4661,4.79,18.86,2204.13,42.16,128.91,542.97,-4365.75,-2689.67,4634.1
2025-10-19 11:40:27,STARLINK-4645,12.97,30.61,1609.47,35.89,129.15,541.74,-4759.01,-2958.03,4047.9
2025-10-19 11:40:27,STARLINK-4656,27.03,244.54,1048.42,21.26,113.46,539.85,-6189.88,-1790.26,2510.03
2025-10-19 11:40:27,STARLINK-4739,0.9,208.43,2576.39,5.17,110.72,540.1,-6701.76,-1594.1,636.26
2025-10-19 11:40:27,STARLINK-4712,38.98,82.98,813.15,25.33,126.72,540.47,-5444.57,-3069.78,2957.43
2025-10-19 11:40:27,STARLINK-4748,5.17,26.19,2170.3,40.81,131.45,542.8,-4331.25,-2941.04,4512.65
2025-10-19 11:40:27,STARLINK-4793,7.04,205.66,2005.22,9.49,113.71,539.64,-6544.07,-1923.45,1150.28
2025-10-19 11:40:27,STARLINK-5383,14.17,70.48,1583.78,28.45,134.69,559.85,-4844.68,-3702.74,3299.63
2025-10-19 11:40:27,STARLINK-5078,0.06,242.0,2718.88,12.58,100.2,558.36,-6758.77,-338.06,1518.48
2025-10-19 11:40:27,STARLINK-5409,4.21,48.15,2305.51,36.66,138.87,561.67,-4162.02,-3694.51,4133.27
2025-10-19 11:40:27,STARLINK-5405,57.52,349.08,653.06,27.66,120.35,559.79,-5652.05,-2403.51,3216.97
2025-10-19 11:40:27,STARLINK-5411,7.12,244.48,2048.01,16.61,104.96,558.57,-6585.44,-881.41,1987.21
2025-10-19 11:40:27,STARLINK-5286,19.73,118.03,1353.71,19.5,130.85,574.77,-5461.17,-3619.3,2320.83
2025-10-19 11:40:27,STARLINK-4623,18.8,236.08,1391.76,18.38,111.44,574.58,-6395.86,-1607.07,2195.74
2025-10-19 11:40:27,STARLINK-5604,10.1,358.72,1874.16,40.23,120.53,578.75,-4877.32,-2093.53,4483.71
2025-10-19 11:40:27,STARLINK-5753,18.54,307.2,1373.94,31.02,110.93,560.44,-5775.35,-1397.81,3571.68
2025-10-19 11:40:27,STARLINK-5722,28.59,203.71,1041.35,17.8,117.78,559.05,-6185.85,-2307.08,2123.61
2025-10-19 11:40:27,STARLINK-5730,8.47,157.33,1941.7,9.77,127.19,558.49,-5926.9,-3402.23,1185.36
2025-10-19 11:40:27,STARLINK-5734,1.47,149.81,2563.51,5.62,131.73,558.43,-5695.28,-3898.8,690.11
2025-10-19 11:40:27,STARLINK-5497,12.81,44.79,1698.5,34.15,132.65,576.97,-4691.69,-3330.27,3895.85
2025-10-19 11:40:27,STARLINK-5067,15.11,329.2,1571.18,35.45,113.1,577.56,-5448.91,-1540.27,4027.3
2025-10-19 11:40:27,STARLINK-5807,16.98,168.82,1471.02,13.27,123.28,574.08,-6081.91,-2960.23,1601.63
2025-10-19 11:40:27,STARLINK-30144,8.47,30.07,1951.45,38.47,131.21,562.02,-4506.38,-3031.67,4307.33
2025-10-19 11:40:27,STARLINK-6211,17.12,14.01,1438.51,35.89,124.36,561.51,-5003.63,-2556.61,4060.13
2025-10-19 11:40:27,STARLINK-6227,12.98,280.98,1650.61,26.63,106.23,559.73,-6123.32,-958.68,3108.16
2025-10-19 11:40:27,STARLINK-5488,4.02,101.46,2317.3,19.57,141.24,558.92,-4705.53,-4533.82,2322.1
2025-10-19 11:40:27,STARLINK-5513,4.96,320.16,2237.41,38.45,105.76,562.02,-5372.43,-796.34,4307.5
2025-10-19 11:40:27,STARLINK-5516,13.25,329.47,1637.65,36.05,112.68,561.53,-5406.53,-1485.81,4076.58
2025-10-19 11:40:27,STARLINK-30145,11.82,93.0,1718.92,23.28,136.25,559.19,-4954.12,-4004.12,2739.38
2025-10-19 11:40:27,STARLINK-30266,7.47,306.44,2026.85,33.93,104.68,561.07,-5706.4,-735.75,3867.34
2025-10-19 11:40:27,STARLINK-30349,17.66,249.69,1409.98,20.5,109.79,559.02,-6341.43,-1401.44,2431.1
2025-10-19 11:40:27,STARLINK-30334,28.34,35.14,1050.11,31.0,126.1,560.51,-5209.65,-2863.54,3567.39
2025-10-19 11:40:27,STARLINK-30704,42.36,200.47,678.52,20.84,119.4,475.59,-5932.54,-2406.52,2439.33
